track,1,neutron,0,0,0.000000,55.000000,77.200000,,,,,,
track,1,neutron,0,1,0.000000,55.000000,77.200000,,,,,,
track,1,neutron,0,2,0.000000,50.423320,77.200000,,,,,,
track,1,neutron,0,3,0.000000,47.141829,77.200000,,,,,,
track,1,neutron,0,4,-0.150871,46.491213,76.983985,,,,,,
track,1,neutron,0,5,-0.167145,46.421032,76.960683,,,,,,
track,1,neutron,0,6,-4.888218,26.061845,70.201093,,,,,,
track,1,neutron,0,7,-32.296481,10.880859,86.170100,,,,,,
track,1,neutron,0,8,-37.717306,8.459168,85.334531,,,,,,
track,1,neutron,0,9,-0.836667,-0.479451,75.232300,,,,,,
track,6,Xe130,54,0,-0.836667,-0.479451,75.232300,,,,,,
track,6,Xe130,54,1,-0.836667,-0.479451,75.232300,,,,,,
track,6,Xe130,54,2,-0.836657,-0.479449,75.232285,,,,,,
track,6,Xe130,54,3,-0.836657,-0.479449,75.232285,,,,,,
track,5,gamma,0,0,-0.836667,-0.479451,75.232300,,,,,,
track,5,gamma,0,1,-0.836667,-0.479451,75.232300,,,,,,
track,5,gamma,0,2,-10.094438,-22.194749,86.033372,,,,,,
track,5,gamma,0,3,-15.442948,-16.918988,83.888236,,,,,,
track,5,gamma,0,4,-15.321157,-16.984533,83.965843,,,,,,
track,2724,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2724,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2724,e-,-1,2,-15.205619,-17.475464,50.400000,,,,,,
track,2724,e-,-1,3,-15.204921,-17.477102,50.200000,,,,,,
track,2724,e-,-1,4,-15.142056,-17.624502,32.200000,,,,,,
track,2724,e-,-1,5,-15.141358,-17.626140,32.000000,,,,,,
track,2723,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2723,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2723,e-,-1,2,-14.290674,-16.876299,50.400000,,,,,,
track,2723,e-,-1,3,-14.287208,-16.876170,50.200000,,,,,,
track,2723,e-,-1,4,-13.975265,-16.864613,32.200000,,,,,,
track,2723,e-,-1,5,-13.971799,-16.864485,32.000000,,,,,,
track,2722,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2722,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2722,e-,-1,2,-15.848334,-16.188667,50.400000,,,,,,
track,2722,e-,-1,3,-15.849536,-16.186501,50.200000,,,,,,
track,2722,e-,-1,4,-15.957739,-15.991569,32.200000,,,,,,
track,2722,e-,-1,5,-15.958941,-15.989403,32.000000,,,,,,
track,2721,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2721,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2721,e-,-1,2,-15.387599,-17.914466,50.400000,,,,,,
track,2721,e-,-1,3,-15.387432,-17.917474,50.200000,,,,,,
track,2721,e-,-1,4,-15.372377,-18.188252,32.200000,,,,,,
track,2721,e-,-1,5,-15.372209,-18.191260,32.000000,,,,,,
track,2720,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2720,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2720,e-,-1,2,-14.895741,-16.341674,50.400000,,,,,,
track,2720,e-,-1,3,-14.894084,-16.339926,50.200000,,,,,,
track,2720,e-,-1,4,-14.745008,-16.182648,32.200000,,,,,,
track,2720,e-,-1,5,-14.743352,-16.180901,32.000000,,,,,,
track,2719,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2719,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2719,e-,-1,2,-14.350642,-17.068317,50.400000,,,,,,
track,2719,e-,-1,3,-14.347370,-17.068764,50.200000,,,,,,
track,2719,e-,-1,4,-14.052920,-17.109018,32.200000,,,,,,
track,2719,e-,-1,5,-14.049648,-17.109465,32.000000,,,,,,
track,2718,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2718,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2718,e-,-1,2,-16.226528,-16.706567,50.400000,,,,,,
track,2718,e-,-1,3,-16.228900,-16.705924,50.200000,,,,,,
track,2718,e-,-1,4,-16.442378,-16.648052,32.200000,,,,,,
track,2718,e-,-1,5,-16.444750,-16.647409,32.000000,,,,,,
track,2717,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2717,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2717,e-,-1,2,-16.445689,-17.130424,50.400000,,,,,,
track,2717,e-,-1,3,-16.448716,-17.131062,50.200000,,,,,,
track,2717,e-,-1,4,-16.721144,-17.188506,32.200000,,,,,,
track,2717,e-,-1,5,-16.724171,-17.189144,32.000000,,,,,,
track,2716,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2716,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2716,e-,-1,2,-15.161009,-16.781024,50.400000,,,,,,
track,2716,e-,-1,3,-15.160153,-16.780605,50.200000,,,,,,
track,2716,e-,-1,4,-15.083126,-16.742913,32.200000,,,,,,
track,2716,e-,-1,5,-15.082270,-16.742494,32.000000,,,,,,
track,2715,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2715,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2715,e-,-1,2,-16.359802,-17.414764,50.400000,,,,,,
track,2715,e-,-1,3,-16.362526,-17.416237,50.200000,,,,,,
track,2715,e-,-1,4,-16.607724,-17.548825,32.200000,,,,,,
track,2715,e-,-1,5,-16.610448,-17.550298,32.000000,,,,,,
track,2714,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2714,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2714,e-,-1,2,-15.110745,-17.738946,50.400000,,,,,,
track,2714,e-,-1,3,-15.109739,-17.741429,50.200000,,,,,,
track,2714,e-,-1,4,-15.019199,-17.964902,32.200000,,,,,,
track,2714,e-,-1,5,-15.018193,-17.967385,32.000000,,,,,,
track,2713,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2713,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2713,e-,-1,2,-16.438757,-17.444005,50.400000,,,,,,
track,2713,e-,-1,3,-16.441742,-17.445579,50.200000,,,,,,
track,2713,e-,-1,4,-16.710428,-17.587237,32.200000,,,,,,
track,2713,e-,-1,5,-16.713413,-17.588811,32.000000,,,,,,
track,2712,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2712,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2712,e-,-1,2,-15.708819,-16.209487,50.400000,,,,,,
track,2712,e-,-1,3,-15.709605,-16.207391,50.200000,,,,,,
track,2712,e-,-1,4,-15.780315,-16.018693,32.200000,,,,,,
track,2712,e-,-1,5,-15.781101,-16.016597,32.000000,,,,,,
track,2711,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2711,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2711,e-,-1,2,-15.136637,-16.134665,50.400000,,,,,,
track,2711,e-,-1,3,-15.135728,-16.132338,50.200000,,,,,,
track,2711,e-,-1,4,-15.053940,-15.922916,32.200000,,,,,,
track,2711,e-,-1,5,-15.053031,-15.920589,32.000000,,,,,,
track,2710,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2710,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2710,e-,-1,2,-15.787747,-16.055930,50.400000,,,,,,
track,2710,e-,-1,3,-15.788792,-16.053315,50.200000,,,,,,
track,2710,e-,-1,4,-15.882812,-15.817974,32.200000,,,,,,
track,2710,e-,-1,5,-15.883857,-15.815360,32.000000,,,,,,
track,2709,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2709,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2709,e-,-1,2,-14.934918,-17.951149,50.400000,,,,,,
track,2709,e-,-1,3,-14.933392,-17.954250,50.200000,,,,,,
track,2709,e-,-1,4,-14.796022,-18.233343,32.200000,,,,,,
track,2709,e-,-1,5,-14.794496,-18.236444,32.000000,,,,,,
track,2708,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2708,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2708,e-,-1,2,-16.166960,-16.823920,50.400000,,,,,,
track,2708,e-,-1,3,-16.169152,-16.823633,50.200000,,,,,,
track,2708,e-,-1,4,-16.366426,-16.797729,32.200000,,,,,,
track,2708,e-,-1,5,-16.368618,-16.797441,32.000000,,,,,,
track,2707,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2707,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2707,e-,-1,2,-15.262031,-16.760303,51.813079,,,,,,
track,2707,e-,-1,3,-15.261916,-16.760202,50.400000,,,,,,
track,2707,e-,-1,4,-15.261869,-16.760162,50.200000,,,,,,
track,2707,e-,-1,5,-15.257687,-16.756493,32.200000,,,,,,
track,2707,e-,-1,6,-15.257641,-16.756453,32.000000,,,,,,
track,2706,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2706,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2706,e-,-1,2,-15.520937,-16.676812,50.400000,,,,,,
track,2706,e-,-1,3,-15.521174,-16.676077,50.200000,,,,,,
track,2706,e-,-1,4,-15.542485,-16.609900,32.200000,,,,,,
track,2706,e-,-1,5,-15.542722,-16.609165,32.000000,,,,,,
track,2705,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2705,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2705,e-,-1,2,-14.397460,-17.058188,50.400000,,,,,,
track,2705,e-,-1,3,-14.394289,-17.058611,50.200000,,,,,,
track,2705,e-,-1,4,-14.108884,-17.096610,32.200000,,,,,,
track,2705,e-,-1,5,-14.105713,-17.097033,32.000000,,,,,,
track,2704,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2704,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2704,e-,-1,2,-16.125680,-16.041970,50.400000,,,,,,
track,2704,e-,-1,3,-16.127713,-16.039358,50.200000,,,,,,
track,2704,e-,-1,4,-16.310724,-15.804267,32.200000,,,,,,
track,2704,e-,-1,5,-16.312757,-15.801655,32.000000,,,,,,
track,2703,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2703,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2703,e-,-1,2,-15.646417,-16.825160,51.878657,,,,,,
track,2703,e-,-1,3,-15.646552,-16.825097,50.400000,,,,,,
track,2703,e-,-1,4,-15.646603,-16.825074,50.200000,,,,,,
track,2703,e-,-1,5,-15.651211,-16.822949,32.200000,,,,,,
track,2703,e-,-1,6,-15.651262,-16.822925,32.000000,,,,,,
track,2702,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2702,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2702,e-,-1,2,-15.355850,-15.775781,50.400000,,,,,,
track,2702,e-,-1,3,-15.355588,-15.772335,50.200000,,,,,,
track,2702,e-,-1,4,-15.331965,-15.462278,32.200000,,,,,,
track,2702,e-,-1,5,-15.331703,-15.458833,32.000000,,,,,,
track,2701,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2701,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2701,e-,-1,2,-15.791672,-16.106774,50.400000,,,,,,
track,2701,e-,-1,3,-15.792705,-16.104368,50.200000,,,,,,
track,2701,e-,-1,4,-15.885692,-15.887792,32.200000,,,,,,
track,2701,e-,-1,5,-15.886725,-15.885385,32.000000,,,,,,
track,2700,e-,-1,0,-15.442948,-16.918988,83.888236,,,,,,
track,2700,e-,-1,1,-15.442948,-16.918988,83.888236,,,,,,
track,2700,e-,-1,2,-15.178197,-17.829371,50.400000,,,,,,
